1.46	18
1.464	19
1.468	24
1.472	27
1.476	22
1.48	19
1.484	19
1.488	16
1.492	22
1.496	16
1.5	23
1.504	19
1.508	21
1.512	19
1.516	17
1.52	19
1.524	25
1.528	19
1.532	23
1.536	24
1.54	22
1.544	18
1.548	23
1.552	21
1.556	23
1.56	22
1.564	17
1.568	18
1.572	18
1.576	24
1.58	20
1.584	16
1.588	17
1.592	16
1.596	24
1.6	14
1.604	19
1.608	22
1.612	23
1.616	16
1.62	22
1.624	28
1.628	19
1.632	22
1.636	11
1.64	21
1.644	28
1.648	18
1.652	28
1.656	14
1.66	28
1.664	18
1.668	21
1.672	24
1.676	21
1.68	25
1.684	27
1.688	18
1.692	20
1.696	36
1.7	24
1.704	27
1.708	25
1.712	27
1.716	24
1.72	27
1.724	37
1.728	36
1.732	45
1.736	25
1.74	36
1.744	38
1.748	41
1.752	53
1.756	55
1.76	64
1.764	75
1.768	84
1.772	85
1.776	99
1.78	111
1.784	114
1.788	136
1.792	149
1.796	162
1.8	173
1.804	202
1.808	223
1.812	249
1.816	291
1.82	345
1.824	336
1.828	385
1.832	419
1.836	484
1.84	537
1.844	563
1.848	618
1.852	693
1.856	759
1.86	891
1.864	902
1.868	1041
1.872	1037
1.876	1246
1.88	1308
1.884	1471
1.888	1590
1.892	1726
1.896	1838
1.9	1979
1.904	2197
1.908	2306
1.912	2540
1.916	2668
1.92	2900
1.924	3157
1.928	3250
1.932	3633
1.936	3893
1.94	4200
1.944	4304
1.948	4710
1.952	5011
1.956	5153
1.96	5740
1.964	5883
1.968	6423
1.972	6832
1.976	7160
1.98	7460
1.984	8057
1.988	8304
1.992	8531
1.996	9164
2	9562
2.004	10130
2.008	10479
2.012	10991
2.016	11453
2.02	11819
2.024	12156
2.028	12885
2.032	13276
2.036	13860
2.04	14203
2.044	14773
2.048	15298
2.052	15559
2.056	16306
2.06	16695
2.064	16995
2.068	17494
2.072	17638
2.076	18633
2.08	18957
2.084	19458
2.088	19730
2.092	20181
2.096	20613
2.1	20968
2.104	21283
2.108	22058
2.112	22194
2.116	22426
2.12	22457
2.124	22857
2.128	23424
2.132	23615
2.136	23857
2.14	23969
2.144	24119
2.148	24165
2.152	24533
2.156	24713
2.16	24767
2.164	25016
2.168	24899
2.172	24830
2.176	24901
2.18	25255
2.184	24809
2.188	25005
2.192	24769
2.196	25003
2.2	24656
2.204	24476
2.208	24443
2.212	24272
2.216	24221
2.22	23974
2.224	23488
2.228	23436
2.232	23402
2.236	22963
2.24	22861
2.244	22253
2.248	22039
2.252	21640
2.256	21672
2.26	21429
2.264	21336
2.268	20634
2.272	20181
2.276	19868
2.28	19683
2.284	19161
2.288	18838
2.292	18345
2.296	18026
2.3	18017
2.304	17252
2.308	16750
2.312	16533
2.316	16106
2.32	15602
2.324	15302
2.328	14853
2.332	14715
2.336	14140
2.34	13832
2.344	13382
2.348	13069
2.352	12561
2.356	12478
2.36	11939
2.364	11648
2.368	11373
2.372	11178
2.376	10612
2.38	10260
2.384	9969
2.388	9632
2.392	9266
2.396	8865
2.4	8597
2.404	8428
2.408	8191
2.412	7888
2.416	7584
2.42	7131
2.424	6902
2.428	6832
2.432	6448
2.436	6195
2.44	6067
2.444	5825
2.448	5762
2.452	5473
2.456	5191
2.46	5035
2.464	4843
2.468	4586
2.472	4428
2.476	4186
2.48	4177
2.484	3989
2.488	3813
2.492	3518
2.496	3596
2.5	3452
2.504	3366
2.508	3211
2.512	2935
2.516	2944
2.52	2801
2.524	2605
2.528	2606
2.532	2461
2.536	2388
2.54	2297
2.544	2238
2.548	2107
2.552	2062
2.556	1916
2.56	1811
2.564	1855
2.568	1807
2.572	1666
2.576	1658
2.58	1584
2.584	1503
2.588	1516
2.592	1444
2.596	1383
2.6	1285
2.604	1355
2.608	1244
2.612	1229
2.616	1199
2.62	1184
2.624	1155
2.628	1117
2.632	983
2.636	1059
2.64	958
2.644	918
2.648	959
2.652	892
2.656	839
2.66	869
2.664	818
2.668	823
2.672	841
2.676	778
2.68	755
2.684	721
2.688	692
2.692	718
2.696	699
2.7	632
2.704	625
2.708	616
2.712	626
2.716	556
2.72	631
2.724	548
2.728	601
2.732	556
2.736	548
2.74	507
2.744	558
2.748	490
2.752	481
2.756	469
2.76	471
2.764	503
2.768	469
2.772	475
2.776	475
2.78	411
2.784	408
2.788	412
2.792	397
2.796	397
2.8	380
2.804	363
2.808	425
2.812	347
2.816	336
2.82	368
2.824	360
2.828	365
2.832	341
2.836	351
2.84	353
2.844	312
2.848	308
2.852	326
2.856	332
2.86	331
2.864	256
2.868	291
2.872	291
2.876	308
2.88	298
2.884	262
2.888	249
2.892	261
2.896	236
2.9	263
2.904	277
2.908	207
2.912	246
2.916	248
2.92	241
2.924	214
2.928	237
2.932	262
2.936	212
2.94	216
2.944	223
2.948	234
2.952	202
2.956	234
2.96	201
2.964	203
2.968	196
2.972	196
2.976	187
2.98	192
2.984	207
2.988	177
2.992	171
2.996	166
3	165
3.004	159
3.008	172
3.012	156
3.016	172
3.02	156
3.024	166
3.028	149
3.032	162
3.036	152
3.04	157
3.044	164
3.048	164
3.052	171
3.056	135
3.06	149
3.064	129
3.068	156
3.072	138
3.076	128
3.08	138
3.084	130
3.088	147
3.092	97
3.096	131
3.1	144
3.104	131
3.108	123
3.112	119
3.116	133
3.12	132
3.124	105
3.128	99
3.132	117
3.136	122
3.14	117
3.144	108
3.148	98
3.152	119
3.156	119
3.16	127
3.164	98
3.168	113
3.172	116
3.176	100
3.18	95
3.184	85
3.188	87
3.192	95
3.196	86
3.2	99
3.204	99
3.208	87
3.212	74
3.216	82
3.22	78
3.224	87
3.228	70
3.232	79
3.236	84
3.24	84
3.244	89
3.248	79
3.252	76
3.256	101
3.26	92
3.264	91
3.268	102
3.272	65
3.276	74
3.28	71
3.284	77
3.288	73
3.292	63
3.296	68
3.3	70
3.304	77
3.308	72
3.312	77
3.316	76
3.32	73
3.324	76
3.328	66
3.332	54
3.336	73
3.34	66
3.344	69
3.348	76
3.352	71
3.356	74
3.36	61
3.364	51
3.368	63
3.372	63
3.376	65
3.38	69
3.384	60
3.388	56
3.392	49
3.396	62
3.4	63
3.404	69
3.408	48
3.412	55
3.416	71
3.42	56
3.424	42
3.428	51
3.432	56
3.436	50
3.44	50
3.444	61
3.448	54
3.452	40
3.456	44
3.46	46
3.464	48
3.468	61
3.472	52
3.476	60
3.48	54
3.484	48
3.488	58
3.492	51
3.496	44
3.5	50
3.504	40
3.508	43
3.512	41
3.516	46
3.52	39
3.524	39
3.528	51
3.532	44
3.536	46
3.54	47
3.544	40
3.548	50
3.552	38
3.556	40
3.56	45
3.564	42
3.568	43
3.572	36
3.576	45
3.58	42
3.584	28
3.588	38
3.592	39
3.596	43
3.6	45
3.604	38
3.608	41
3.612	35
3.616	42
3.62	39
3.624	47
3.628	41
3.632	28
3.636	29
3.64	58
3.644	34
3.648	43
3.652	35
3.656	39
3.66	34
3.664	45
3.668	43
3.672	41
3.676	33
3.68	42
3.684	33
3.688	31
3.692	38
3.696	37
3.7	31
3.704	34
3.708	39
3.712	34
3.716	51
3.72	29
3.724	40
3.728	43
3.732	34
3.736	30
3.74	27
3.744	42
3.748	42
3.752	46
3.756	39
3.76	33
3.764	30
3.768	31
3.772	40
3.776	23
3.78	29
3.784	31
3.788	42
3.792	27
3.796	28
3.8	27
3.804	45
3.808	28
3.812	37
3.816	35
3.82	34
3.824	27
3.828	27
3.832	38
3.836	34
3.84	30
3.844	23
3.848	32
3.852	35
3.856	34
3.86	30
3.864	36
3.868	36
3.872	37
3.876	40
3.88	32
3.884	31
3.888	32
3.892	36
3.896	36
3.9	23
3.904	30
3.908	38
3.912	41
3.916	32
3.92	25
3.924	30
3.928	29
3.932	44
3.936	34
3.94	39
3.944	33
3.948	35
3.952	25
3.956	34
3.96	32
3.964	30
3.968	38
3.972	32
3.976	24
3.98	32
3.984	31
3.988	34
3.992	38
3.996	37
4	21
4.004	27
4.008	31
4.012	24
4.016	28
4.02	45
4.024	36
4.028	15
4.032	36
4.036	27
4.04	32
4.044	20
4.048	27
4.052	36
4.056	26
4.06	30
4.064	28
4.068	36
4.072	21
4.076	31
4.08	16
4.084	32
4.088	44
4.092	28
4.096	30
4.1	31
4.104	30
4.108	31
4.112	37
4.116	32
4.12	31
4.124	28
4.128	27
4.132	22
4.136	24
4.14	26
4.144	42
4.148	40
4.152	27
4.156	36
4.16	31
4.164	28
4.168	28
4.172	36
4.176	33
4.18	23
4.184	31
4.188	24
4.192	24
4.196	30
4.2	28
4.204	34
4.208	22
4.212	25
4.216	27
4.22	27
4.224	27
4.228	33
4.232	22
4.236	32
4.24	32
4.244	26
4.248	30
4.252	26
4.256	30
4.26	31
4.264	25
4.268	24
4.272	23
4.276	35
4.28	22
4.284	25
4.288	30
4.292	24
4.296	33
4.3	33
4.304	28
4.308	25
4.312	34
4.316	29
4.32	33
4.324	21
4.328	25
4.332	27
4.336	30
4.34	21
4.344	23
4.348	24
4.352	39
4.356	22
4.36	24
4.364	29
4.368	27
4.372	23
4.376	23
4.38	23
4.384	18
4.388	28
4.392	22
4.396	31
4.4	24
4.404	20
4.408	22
4.412	30
4.416	30
4.42	24
4.424	23
4.428	24
4.432	29
4.436	21
4.44	26
4.444	30
4.448	29
4.452	22
4.456	18
4.46	22
4.464	20
4.468	30
4.472	21
4.476	32
4.48	25
4.484	26
4.488	26
4.492	25
4.496	22
4.5	29
4.504	22
4.508	30
4.512	22
4.516	27
4.52	24
4.524	31
4.528	32
4.532	31
4.536	33
4.54	27
4.544	24
4.548	25
4.552	27
4.556	17
4.56	20
4.564	29
4.568	24
4.572	28
4.576	19
4.58	30
4.584	24
4.588	21
4.592	31
4.596	19
4.6	21
4.604	31
4.608	17
4.612	22
4.616	22
4.62	29
4.624	23
4.628	20
4.632	22
4.636	26
4.64	31
4.644	26
4.648	29
4.652	22
4.656	25
4.66	29
4.664	23
4.668	22
4.672	28
4.676	29
4.68	22
4.684	19
4.688	28
4.692	23
4.696	26
4.7	27
4.704	25
4.708	20
4.712	22
4.716	24
4.72	30
4.724	28
4.728	20
4.732	24
4.736	27
4.74	28
4.744	16
4.748	18
4.752	23
4.756	26
4.76	28
4.764	28
4.768	22
4.772	27
4.776	21
4.78	20
4.784	20
4.788	17
4.792	21
4.796	32
4.8	27
4.804	29
4.808	25
4.812	20
4.816	17
4.82	23
4.824	24
4.828	29
4.832	29
4.836	23
4.84	20
4.844	26
4.848	26
4.852	18
4.856	23
4.86	17
4.864	26
4.868	23
4.872	28
4.876	23
4.88	26
4.884	22
4.888	26
4.892	20
4.896	20
4.9	22
4.904	24
4.908	22
4.912	17
4.916	31
4.92	17
4.924	25
4.928	25
4.932	22
4.936	25
4.94	24
4.944	21
4.948	21
4.952	12
4.956	23
4.96	25
4.964	24
4.968	18
4.972	31
4.976	20
4.98	24
4.984	22
4.988	20
4.992	22
4.996	31
5	20
5.004	21
5.008	29
5.012	28
5.016	21
5.02	9
5.024	20
5.028	29
5.032	20
5.036	26
5.04	26
5.044	18
5.048	24
5.052	16
5.056	21
5.06	25
5.064	24
5.068	13
5.072	28
5.076	18
5.08	22
5.084	22
5.088	24
5.092	21
5.096	23
5.1	22
5.104	31
5.108	23
5.112	21
5.116	18
5.12	36
5.124	27
5.128	22
5.132	26
5.136	22
5.14	20
5.144	18
5.148	26
5.152	26
5.156	30
5.16	19
5.164	24
5.168	20
5.172	22
5.176	25
5.18	26
5.184	22
5.188	17
5.192	20
5.196	28
5.2	16
5.204	19
5.208	32
5.212	15
5.216	25
5.22	25
5.224	29
5.228	27
5.232	21
5.236	21
5.24	18
5.244	19
5.248	21
5.252	30
5.256	29
5.26	21
5.264	23
5.268	26
5.272	25
5.276	26
5.28	20
5.284	13
5.288	32
5.292	18
5.296	19
5.3	22
5.304	25
5.308	26
5.312	26
5.316	31
5.32	22
5.324	24
5.328	20
5.332	22
5.336	15
5.34	20
5.344	34
5.348	20
5.352	13
5.356	20
5.36	15
5.364	21
5.368	20
5.372	24
5.376	27
5.38	22
5.384	15
5.388	24
5.392	20
5.396	23
5.4	20
5.404	20
5.408	26
5.412	31
5.416	26
5.42	24
5.424	26
5.428	21
5.432	44
5.436	24
5.44	20
5.444	19
5.448	23
5.452	24
5.456	27
5.46	23
5.464	24
5.468	15
5.472	18
5.476	26
5.48	22
5.484	25
5.488	16
5.492	15
5.496	19
5.5	29
5.504	23
5.508	13
5.512	27
5.516	18
5.52	25
5.524	19
5.528	18
5.532	21
5.536	24
5.54	19
5.544	29
5.548	16
5.552	22
5.556	17
5.56	22
5.564	33
5.568	14
5.572	20
5.576	21
5.58	21
5.584	20
5.588	23
5.592	22
5.596	23
5.6	25
5.604	20
5.608	24
5.612	25
5.616	15
5.62	28
5.624	21
5.628	17
5.632	19
5.636	28
5.64	21
5.644	20
5.648	22
5.652	27
5.656	28
5.66	27
5.664	24
5.668	20
5.672	28
5.676	11
5.68	22
5.684	29
5.688	18
5.692	25
5.696	16
5.7	18
5.704	23
5.708	16
5.712	25
5.716	14
5.72	19
5.724	23
5.728	24
5.732	21
5.736	25
5.74	18
5.744	20
5.748	15
5.752	20
5.756	30
5.76	28
5.764	14
5.768	17
5.772	24
5.776	26
5.78	27
5.784	18
5.788	27
5.792	23
5.796	12
5.8	18
5.804	29
5.808	34
5.812	24
5.816	25
5.82	26
5.824	21
5.828	18
5.832	23
5.836	20
5.84	27
5.844	15
5.848	23
5.852	29
5.856	14
5.86	29
5.864	24
5.868	29
5.872	22
5.876	24
5.88	26
5.884	27
5.888	30
5.892	18
5.896	24
5.9	23
5.904	20
5.908	17
5.912	19
5.916	19
5.92	22
5.924	14
5.928	29
5.932	22
5.936	14
5.94	19
5.944	14
5.948	24
5.952	26
5.956	17
5.96	25
5.964	24
5.968	19
5.972	27
5.976	19
5.98	29
5.984	20
5.988	20
5.992	26
5.996	19
6	27
6.004	19
6.008	18
6.012	23
6.016	20
6.02	31
6.024	18
6.028	24
6.032	27
6.036	21
6.04	15
6.044	20
6.048	17
6.052	23
6.056	18
6.06	22
6.064	13
6.068	16
6.072	25
6.076	25
6.08	16
6.084	13
6.088	21
6.092	21
6.096	26
6.1	20
6.104	14
6.108	28
6.112	27
6.116	25
6.12	20
6.124	26
6.128	26
6.132	21
6.136	21
6.14	26
6.144	13
6.148	22
6.152	27
6.156	26
6.16	14
6.164	27
6.168	15
6.172	13
6.176	22
6.18	21
6.184	15
6.188	21
6.192	20
6.196	24
6.2	33
6.204	27
6.208	24
6.212	17
6.216	22
6.22	19
6.224	23
6.228	18
6.232	25
6.236	22
6.24	14
6.244	19
6.248	25
6.252	23
6.256	20
6.26	20
6.264	30
6.268	17
6.272	27
6.276	18
6.28	20
6.284	24
6.288	23
6.292	20
6.296	23
6.3	18
6.304	18
6.308	28
6.312	31
6.316	22
6.32	22
6.324	24
6.328	24
6.332	20
6.336	21
6.34	19
6.344	21
6.348	24
6.352	21
6.356	23
6.36	18
6.364	29
6.368	13
6.372	29
6.376	25
6.38	30
6.384	26
6.388	23
6.392	25
6.396	24
6.4	22
6.404	19
6.408	23
6.412	13
6.416	27
6.42	18
6.424	29
6.428	16
6.432	19
6.436	25
6.44	19
6.444	25
6.448	14
6.452	17
6.456	16
6.46	26
6.464	26
6.468	35
6.472	25
6.476	18
6.48	24
6.484	21
6.488	24
6.492	16
6.496	26
6.5	20
6.504	19
6.508	20
6.512	27
6.516	19
6.52	25
6.524	25
6.528	22
6.532	18
6.536	19
6.54	19
6.544	17
6.548	22
6.552	14
6.556	18
6.56	18
6.564	19
6.568	21
6.572	17
6.576	20
6.58	24
6.584	22
6.588	21
6.592	17
6.596	20
6.6	16
6.604	21
6.608	20
6.612	24
6.616	17
6.62	24
6.624	17
6.628	18
6.632	22
6.636	15
6.64	19
6.644	21
6.648	22
6.652	17
6.656	21
6.66	15
6.664	24
6.668	16
6.672	26
6.676	13
6.68	20
6.684	18
6.688	19
6.692	29
6.696	21
6.7	13
6.704	16
6.708	26
6.712	18
6.716	17
6.72	26
6.724	28
6.728	15
6.732	15
6.736	12
6.74	10
6.744	18
6.748	25
6.752	8
6.756	22
6.76	23
6.764	25
6.768	22
6.772	29
6.776	18
6.78	32
6.784	18
6.788	13
6.792	20
6.796	21
6.8	27
6.804	18
6.808	26
6.812	32
6.816	21
6.82	24
6.824	20
6.828	21
6.832	24
6.836	22
6.84	13
6.844	24
6.848	16
6.852	35
6.856	21
6.86	16
6.864	21
6.868	22
6.872	14
6.876	28
6.88	30
6.884	22
6.888	23
6.892	20
6.896	16
6.9	22
6.904	21
6.908	18
6.912	19
6.916	20
6.92	19
6.924	20
6.928	10
6.932	17
6.936	21
6.94	16
6.944	14
6.948	17
6.952	17
6.956	23
6.96	21
6.964	24
6.968	16
6.972	14
6.976	21
6.98	21
6.984	16
6.988	18
6.992	27
6.996	17
7	27
7.004	17
7.008	24
7.012	20
7.016	26
7.02	17
7.024	16
7.028	11
7.032	20
7.036	15
7.04	27
7.044	19
7.048	34
7.052	21
7.056	16
7.06	20
7.064	23
7.068	23
7.072	17
7.076	16
7.08	13
7.084	18
7.088	18
7.092	16
7.096	27
7.1	16
7.104	15
7.108	14
7.112	17
7.116	20
7.12	22
7.124	18
7.128	22
7.132	22
7.136	17
7.14	22
7.144	23
7.148	20
7.152	23
7.156	28
7.16	18
7.164	24
7.168	15
7.172	27
7.176	15
7.18	17
7.184	18
7.188	27
7.192	24
7.196	24
7.2	22
7.204	18
7.208	31
7.212	26
7.216	13
7.22	21
7.224	21
7.228	10
7.232	18
7.236	17
7.24	21
7.244	20
7.248	26
7.252	23
7.256	20
7.26	18
7.264	20
7.268	16
7.272	21
7.276	15
7.28	19
7.284	24
7.288	17
7.292	23
7.296	19
7.3	14
7.304	27
7.308	18
7.312	20
7.316	20
7.32	23
7.324	21
7.328	21
7.332	27
7.336	25
7.34	29
7.344	18
7.348	20
7.352	16
7.356	16
7.36	18
7.364	18
7.368	13
7.372	17
7.376	28
7.38	21
7.384	18
7.388	19
7.392	23
7.396	12
7.4	37
7.404	16
7.408	30
7.412	22
7.416	19
7.42	23
7.424	22
7.428	24
7.432	18
7.436	24
7.44	15
7.444	11
7.448	22
7.452	18
7.456	15
7.46	23
7.464	22
7.468	18
7.472	18
7.476	18
7.48	17
7.484	21
7.488	15
7.492	23
7.496	12
7.5	12
7.504	29
7.508	19
7.512	16
7.516	24
7.52	16
7.524	24
7.528	15
7.532	24
7.536	28
7.54	22
7.544	19
7.548	17
7.552	16
7.556	16
7.56	16
7.564	23
7.568	19
7.572	24
7.576	23
7.58	17
7.584	22
7.588	21
7.592	19
7.596	24
7.6	17
7.604	21
7.608	16
7.612	23
7.616	18
7.62	20
7.624	22
7.628	19
7.632	18
7.636	16
7.64	14
7.644	19
7.648	25
7.652	20
7.656	23
7.66	21
7.664	17
7.668	25
7.672	22
7.676	15
7.68	21
7.684	17
7.688	23
7.692	19
7.696	20
7.7	23
7.704	26
7.708	20
7.712	28
7.716	18
7.72	13
7.724	16
7.728	23
7.732	21
7.736	20
7.74	14
7.744	15
7.748	26
7.752	17
7.756	16
7.76	24
7.764	25
7.768	20
7.772	14
7.776	23
7.78	23
7.784	23
7.788	22
7.792	19
7.796	16
7.8	18
7.804	24
7.808	24
7.812	23
7.816	23
7.82	12
7.824	29
7.828	26
7.832	14
7.836	32
7.84	18
7.844	22
7.848	19
7.852	25
7.856	14
7.86	13
7.864	20
7.868	27
7.872	18
7.876	26
7.88	16
7.884	27
7.888	33
7.892	17
7.896	17
7.9	24
7.904	31
7.908	27
7.912	18
7.916	21
7.92	20
7.924	25
7.928	22
7.932	26
7.936	20
7.94	30
7.944	25
7.948	26
7.952	35
7.956	14
7.96	26
7.964	24
7.968	21
7.972	20
7.976	27
7.98	18
7.984	20
7.988	30
7.992	23
7.996	18
8	26
8.004	15
8.008	23
8.012	29
8.016	23
8.02	33
8.024	20
8.028	20
8.032	28
8.036	26
8.04	25
8.044	18
8.048	17
8.052	25
8.056	21
8.06	19
8.064	29
8.068	16
8.072	22
8.076	23
8.08	23
8.084	22
8.088	19
8.092	22
8.096	26
8.1	16
8.104	17
8.108	29
8.112	25
8.116	17
8.12	31
8.124	13
8.128	19
8.132	23
8.136	26
8.14	22
8.144	17
8.148	25
8.152	28
8.156	23
8.16	22
8.164	16
8.168	23
8.172	32
8.176	26
8.18	22
8.184	16
8.188	13
8.192	29
8.196	16
8.2	30
8.204	24
8.208	14
8.212	17
8.216	31
8.22	28
8.224	15
8.228	16
8.232	16
8.236	22
8.24	23
8.244	17
8.248	18
8.252	23
8.256	21
8.26	25
8.264	21
8.268	19
8.272	22
8.276	24
8.28	17
8.284	18
8.288	26
8.292	24
8.296	23
8.3	28
8.304	20
8.308	14
8.312	24
8.316	20
8.32	19
8.324	20
8.328	26
8.332	22
8.336	20
8.34	14
8.344	29
8.348	25
8.352	26
8.356	21
8.36	20
8.364	27
8.368	21
8.372	25
8.376	23
8.38	18
8.384	24
8.388	26
8.392	19
8.396	18
8.4	27
8.404	16
8.408	21
8.412	19
8.416	23
8.42	29
8.424	14
8.428	27
8.432	23
8.436	25
8.44	22
8.444	25
8.448	30
8.452	16
8.456	29
8.46	32
8.464	16
8.468	23
8.472	20
8.476	24
8.48	23
8.484	20
8.488	16
8.492	26
8.496	19
8.5	18
8.504	16
8.508	24
8.512	16
8.516	18
8.52	22
8.524	15
8.528	27
8.532	19
8.536	26
8.54	18
8.544	28
8.548	18
8.552	14
8.556	26
8.56	14
8.564	33
8.568	19
8.572	22
8.576	28
8.58	18
8.584	18
8.588	24
8.592	10
8.596	25
8.6	26
8.604	17
8.608	17
8.612	23
8.616	24
8.62	28
8.624	26
8.628	18
8.632	13
8.636	20
8.64	24
8.644	21
8.648	18
8.652	24
8.656	34
8.66	21
8.664	20
8.668	21
8.672	21
8.676	30
8.68	20
8.684	31
8.688	30
8.692	29
8.696	21
8.7	22
8.704	30
8.708	26
8.712	25
8.716	18
8.72	20
8.724	23
8.728	30
8.732	19
8.736	26
8.74	20
8.744	29
8.748	21
8.752	17
8.756	13
8.76	20
8.764	32
8.768	25
8.772	24
8.776	25
8.78	27
8.784	22
8.788	29
8.792	28
8.796	17
8.8	22
8.804	19
8.808	26
8.812	21
8.816	23
8.82	19
8.824	29
8.828	21
8.832	23
8.836	24
8.84	37
8.844	25
8.848	16
8.852	21
8.856	21
8.86	26
8.864	25
8.868	24
8.872	19
8.876	14
8.88	28
8.884	23
8.888	25
8.892	22
8.896	25
8.9	19
8.904	22
8.908	24
8.912	28
8.916	16
8.92	32
8.924	13
8.928	27
8.932	15
8.936	15
8.94	21
8.944	18
8.948	21
8.952	30
8.956	22
8.96	19
8.964	23
8.968	26
8.972	25
8.976	25
8.98	19
8.984	21
8.988	32
8.992	16
8.996	16
9	21
9.004	23
9.008	19
9.012	22
9.016	25
9.02	21
9.024	32
9.028	26
9.032	22
9.036	23
9.04	12
9.044	13
9.048	33
9.052	22
9.056	21
9.06	27
9.064	30
9.068	22
9.072	22
9.076	25
9.08	30
9.084	14
9.088	28
9.092	21
9.096	24
9.1	29
9.104	30
9.108	23
9.112	20
9.116	24
9.12	19
9.124	19
9.128	26
9.132	20
9.136	23
9.14	29
9.144	28
9.148	21
9.152	23
9.156	21
9.16	25
9.164	21
9.168	25
9.172	30
9.176	25
9.18	19
9.184	17
9.188	24
9.192	23
9.196	26
9.2	21
9.204	20
9.208	22
9.212	23
